Year,State,District,Post_Monsoon,Pre_Monsoon
2022-23,Punjab,Moga,20 to 40,20 to 40
2022-23,Punjab,Muktsar,2 to 5,2 to 5
2022-23,Punjab,Nawanshahr/Sbs Nagar,10 to 20,20 to 40
2022-23,Punjab,Pathankot,5 to 10,5 to 10
2022-23,Punjab,Patiala,20 to 40,20 to 40
2022-23,Punjab,Rupnagar,5 to 10,10 to 20
2022-23,Punjab,Sangrur,20 to 40,20 to 40
2022-23,Punjab,Sas Nagar/Mohali,20 to 40,20 to 40
2022-23,Punjab,Tarn Taran,10 to 20,20 to 40
2022-23,Rajasthan,Ajmer,2 to 5,10 to 20
2022-23,Rajasthan,Alwar,20 to 40,20 to 40
2022-23,Rajasthan,Banswara,2 to 5,5 to 10
2022-23,Rajasthan,Baran,2 to 5,5 to 10
2022-23,Rajasthan,Barmer,10 to 20,20 to 40
2022-23,Rajasthan,Bharatpur,5 to 10,5 to 10
2022-23,Rajasthan,Bhilwara,2 to 5,10 to 20
2022-23,Rajasthan,Bikaner,10 to 20,10 to 20
2022-23,Rajasthan,Bundi,0 to 2,2 to 5
2022-23,Rajasthan,Chittorgarh,5 to 10,10 to 20
2022-23,Rajasthan,Churu,20 to 40,20 to 40
2022-23,Rajasthan,Dausa,10 to 20,20 to 40
2022-23,Rajasthan,Dhaulpur,2 to 5,10 to 20
2022-23,Rajasthan,Dungarpur,2 to 5,5 to 10
2022-23,Rajasthan,Hanumangarh,20 to 40,20 to 40
2022-23,Rajasthan,Jaipur,>40,>40
2022-23,Rajasthan,Jaisalmer,20 to 40,20 to 40
2022-23,Rajasthan,Jalore,>40,>40
2022-23,Rajasthan,Jhalawar,2 to 5,5 to 10
2022-23,Rajasthan,Jhunjhunu,>40,>40
2022-23,Rajasthan,Jodhpur,>40,>40
2022-23,Rajasthan,Karauli,10 to 20,5 to 10
2022-23,Rajasthan,Kota,2 to 5,5 to 10
2022-23,Rajasthan,Mahi Banswara,N.A.,N.A.
2022-23,Rajasthan,Nagaur,>40,20 to 40
2022-23,Rajasthan,Pali,5 to 10,5 to 10
2022-23,Rajasthan,Pratapgarh,2 to 5,5 to 10
2022-23,Rajasthan,Rajsamand,5 to 10,10 to 20
2022-23,Rajasthan,Sawai Madhopur,2 to 5,10 to 20
2022-23,Rajasthan,Sikar,>40,>40
2022-23,Rajasthan,Sirohi,5 to 10,10 to 20
2022-23,Rajasthan,Sri Ganganagar,10 to 20,10 to 20
2022-23,Rajasthan,Tonk,2 to 5,5 to 10
2022-23,Rajasthan,Udaipur,2 to 5,2 to 5
2022-23,Tamil Nadu,Ariyalur,N.A.,N.A.
2022-23,Tamil Nadu,Chennai,N.A.,N.A.
2022-23,Tamil Nadu,Coimbatore,N.A.,N.A.
2022-23,Tamil Nadu,Cuddalore,N.A.,N.A.
2022-23,Tamil Nadu,Dharmapuri,N.A.,N.A.
2022-23,Tamil Nadu,Dindigul,N.A.,N.A.
2022-23,Tamil Nadu,Erode,N.A.,N.A.
2022-23,Tamil Nadu,Kancheepuram,N.A.,N.A.
2022-23,Tamil Nadu,Kanyakumari,N.A.,N.A.
2022-23,Tamil Nadu,Karur,N.A.,N.A.
2022-23,Tamil Nadu,Krishnagiri,N.A.,N.A.
2022-23,Tamil Nadu,Madurai,N.A.,N.A.
2022-23,Tamil Nadu,Nagapattinam,N.A.,N.A.
2022-23,Tamil Nadu,Namakkal,N.A.,N.A.
2022-23,Tamil Nadu,Nilgiris,N.A.,N.A.
2022-23,Tamil Nadu,Perambalur,N.A.,N.A.
2022-23,Tamil Nadu,Pudukkottai,N.A.,N.A.
2022-23,Tamil Nadu,Ramanathapuram,N.A.,N.A.
2022-23,Tamil Nadu,Salem,N.A.,N.A.
2022-23,Tamil Nadu,Sivaganga,N.A.,N.A.
2022-23,Tamil Nadu,Thanjavur,N.A.,N.A.
2022-23,Tamil Nadu,Theni,N.A.,N.A.
2022-23,Tamil Nadu,Thoothukudi,N.A.,N.A.
2022-23,Tamil Nadu,Tiruchirappalli,N.A.,N.A.
2022-23,Tamil Nadu,Tirunelveli,N.A.,N.A.
2022-23,Tamil Nadu,Tiruppur,N.A.,N.A.
2022-23,Tamil Nadu,Tiruvallur,N.A.,N.A.
2022-23,Tamil Nadu,Tiruvannamalai,N.A.,N.A.
2022-23,Tamil Nadu,Tiruvarur,N.A.,N.A.
2022-23,Tamil Nadu,Trichy,N.A.,N.A.
2022-23,Tamil Nadu,Tuticorin,N.A.,N.A.
2022-23,Tamil Nadu,Vellore,N.A.,N.A.
2022-23,Tamil Nadu,Viluppuram,N.A.,N.A.
2022-23,Tamil Nadu,Virudhunagar,N.A.,N.A.
2022-23,Telangana,Adilabad,2 to 5,5 to 10
2022-23,Telangana,Bhadradri Kothagudem,2 to 5,5 to 10
2022-23,Telangana,Hyderabad,2 to 5,10 to 20
2022-23,Telangana,Jagtial,2 to 5,5 to 10
2022-23,Telangana,Jangaon,0 to 2,2 to 5
2022-23,Telangana,Jayashankar Bhupalpally,2 to 5,5 to 10
2022-23,Telangana,Jogulamba Gadwal,2 to 5,2 to 5
2022-23,Telangana,Kamareddy,0 to 2,5 to 10
2022-23,Telangana,Karimnagar,2 to 5,5 to 10
2022-23,Telangana,Khammam,0 to 2,2 to 5
2022-23,Telangana,Kumuram Bheem,5 to 10,10 to 20
2022-23,Telangana,Mahabubabad,0 to 2,2 to 5
2022-23,Telangana,Mahabubnagar,5 to 10,10 to 20
2022-23,Telangana,Mancherial,0 to 2,5 to 10
2022-23,Telangana,Medak,2 to 5,10 to 20
2022-23,Telangana,Medchal-Malkajgiri,2 to 5,5 to 10
2022-23,Telangana,Mulugu,0 to 2,5 to 10
2022-23,Telangana,Nagarkurnool,0 to 2,10 to 20
2022-23,Telangana,Nalgonda,2 to 5,2 to 5
2022-23,Telangana,Narayanpet,0 to 2,5 to 10
2022-23,Telangana,Nirmal,2 to 5,5 to 10
2022-23,Telangana,Nizamabad,5 to 10,10 to 20
2022-23,Telangana,Peddapalli,2 to 5,5 to 10
2022-23,Telangana,Rajanna Sircilla,2 to 5,5 to 10
2022-23,Telangana,Ranga Reddy,2 to 5,5 to 10
2022-23,Telangana,Sangareddy,2 to 5,5 to 10
2022-23,Telangana,Siddipet,2 to 5,10 to 20
2022-23,Telangana,Suryapet,2 to 5,2 to 5
2022-23,Telangana,Vikarabad,2 to 5,5 to 10
2022-23,Telangana,Wanaparthy,5 to 10,10 to 20
2022-23,Telangana,Warangal Rural,0 to 2,2 to 5
2022-23,Telangana,Warangal Urban,0 to 2,5 to 10
2022-23,Telangana,Yadadri Bhuvangiri,2 to 5,5 to 10
2022-23,Tripura,Dhalai,2 to 5,2 to 5
2022-23,Tripura,Gomati,2 to 5,2 to 5
2022-23,Tripura,Khowai,2 to 5,2 to 5
2022-23,Tripura,North Tripura,2 to 5,2 to 5
2022-23,Tripura,Sipahijala,2 to 5,2 to 5
2022-23,Tripura,South Tripura,2 to 5,2 to 5
2022-23,Tripura,Unakoti,2 to 5,5 to 10
2022-23,Tripura,West Tripura,2 to 5,2 to 5
2022-23,Uttar Pradesh,Agra,20 to 40,20 to 40
2022-23,Uttar Pradesh,Aligarh,5 to 10,5 to 10
2022-23,Uttar Pradesh,Allahabad,2 to 5,2 to 5
2022-23,Uttar Pradesh,Ambedkar Nagar,0 to 2,5 to 10
2022-23,Uttar Pradesh,Amethi,N.A.,N.A.
2022-23,Uttar Pradesh,Amroha,10 to 20,10 to 20
2022-23,Uttar Pradesh,Auraiya,2 to 5,5 to 10
2022-23,Uttar Pradesh,Azamgarh,0 to 2,2 to 5
2022-23,Uttar Pradesh,Baghpat,20 to 40,20 to 40
2022-23,Uttar Pradesh,Bahraich,0 to 2,2 to 5
2022-23,Uttar Pradesh,Ballia,0 to 2,2 to 5
2022-23,Uttar Pradesh,Balrampur,0 to 2,2 to 5
2022-23,Uttar Pradesh,Banda,2 to 5,5 to 10
2022-23,Uttar Pradesh,Barabanki,0 to 2,2 to 5
2022-23,Uttar Pradesh,Bareilly,2 to 5,5 to 10
2022-23,Uttar Pradesh,Basti,0 to 2,2 to 5
2022-23,Uttar Pradesh,Bhadohi,N.A.,N.A.
2022-23,Uttar Pradesh,Bijnor,5 to 10,10 to 20
2022-23,Uttar Pradesh,Budaun,10 to 20,10 to 20
2022-23,Uttar Pradesh,Bulandshahr,5 to 10,10 to 20
2022-23,Uttar Pradesh,Chandauli,0 to 2,5 to 10
2022-23,Uttar Pradesh,Chitrakoot,10 to 20,10 to 20
2022-23,Uttar Pradesh,Deoria,0 to 2,2 to 5
2022-23,Uttar Pradesh,Etah,10 to 20,10 to 20
2022-23,Uttar Pradesh,Etawah,20 to 40,5 to 10
2022-23,Uttar Pradesh,Faizabad,2 to 5,5 to 10
2022-23,Uttar Pradesh,Farrukhabad,10 to 20,10 to 20
2022-23,Uttar Pradesh,Fatehpur,10 to 20,5 to 10
2022-23,Uttar Pradesh,Firozabad,10 to 20,10 to 20
2022-23,Uttar Pradesh,Gautam Buddha Nagar,20 to 40,20 to 40
2022-23,Uttar Pradesh,Ghaziabad,5 to 10,5 to 10
2022-23,Uttar Pradesh,Ghazipur,0 to 2,5 to 10
2022-23,Uttar Pradesh,Gonda,0 to 2,2 to 5
2022-23,Uttar Pradesh,Gorakhpur,2 to 5,2 to 5
2022-23,Uttar Pradesh,Hamirpur,2 to 5,5 to 10
2022-23,Uttar Pradesh,Hapur,N.A.,N.A.
2022-23,Uttar Pradesh,Hardoi,2 to 5,2 to 5
2022-23,Uttar Pradesh,Hathras,5 to 10,10 to 20
2022-23,Uttar Pradesh,Jalaun,5 to 10,5 to 10
2022-23,Uttar Pradesh,Jaunpur,0 to 2,5 to 10
2022-23,Uttar Pradesh,Jhansi,5 to 10,5 to 10
2022-23,Uttar Pradesh,Kannauj,20 to 40,20 to 40
2022-23,Uttar Pradesh,Kanpur Dehat,2 to 5,5 to 10
2022-23,Uttar Pradesh,Kanpur Nagar,5 to 10,2 to 5
2022-23,Uttar Pradesh,Kasganj,N.A.,N.A.
2022-23,Uttar Pradesh,Kaushambi,10 to 20,10 to 20
2022-23,Uttar Pradesh,Kushinagar,0 to 2,2 to 5
2022-23,Uttar Pradesh,Lakhimpur Kheri,2 to 5,2 to 5
2022-23,Uttar Pradesh,Lalitpur,5 to 10,2 to 5
2022-23,Uttar Pradesh,Lucknow,10 to 20,10 to 20
2022-23,Uttar Pradesh,Maharajganj,2 to 5,2 to 5
2022-23,Uttar Pradesh,Mahoba,5 to 10,5 to 10
2022-23,Uttar Pradesh,Mainpuri,5 to 10,5 to 10
2022-23,Uttar Pradesh,Mathura,2 to 5,2 to 5
2022-23,Uttar Pradesh,Mau,0 to 2,2 to 5
2022-23,Uttar Pradesh,Meerut,5 to 10,5 to 10
2022-23,Uttar Pradesh,Mirzapur,2 to 5,2 to 5
2022-23,Uttar Pradesh,Moradabad,10 to 20,10 to 20
2022-23,Uttar Pradesh,Muzaffarnagar,10 to 20,10 to 20
2022-23,Uttar Pradesh,Pilibhit,2 to 5,2 to 5
2022-23,Uttar Pradesh,Pratapgarh,2 to 5,5 to 10
2022-23,Uttar Pradesh,Rae Bareli,0 to 2,5 to 10
2022-23,Uttar Pradesh,Rampur,2 to 5,5 to 10
2022-23,Uttar Pradesh,Saharanpur,5 to 10,5 to 10
2022-23,Uttar Pradesh,Sambhal,N.A.,N.A.
2022-23,Uttar Pradesh,Sant Kabir Nagar,0 to 2,2 to 5
2022-23,Uttar Pradesh,Sant Ravidas Nagar,2 to 5,5 to 10
2022-23,Uttar Pradesh,Shahjahanpur,5 to 10,N.A.
2022-23,Uttar Pradesh,Shamli,N.A.,N.A.
2022-23,Uttar Pradesh,Shravasti,0 to 2,2 to 5
2022-23,Uttar Pradesh,Siddharth Nagar,0 to 2,2 to 5
2022-23,Uttar Pradesh,Sitapur,2 to 5,2 to 5
2022-23,Uttar Pradesh,Sonbhadra,2 to 5,5 to 10
2022-23,Uttar Pradesh,Sultanpur,0 to 2,5 to 10
2022-23,Uttar Pradesh,Unnao,0 to 2,2 to 5
2022-23,Uttar Pradesh,Varanasi,5 to 10,10 to 20
2022-23,Uttarakhand,Almora,N.A.,N.A.
2022-23,Uttarakhand,Bageshwar,N.A.,N.A.
2022-23,Uttarakhand,Chamoli,N.A.,N.A.
2022-23,Uttarakhand,Champawat,5 to 10,10 to 20
2022-23,Uttarakhand,Dehradun,20 to 40,20 to 40
2022-23,Uttarakhand,Haridwar,2 to 5,5 to 10
2022-23,Uttarakhand,Nainital,20 to 40,20 to 40
2022-23,Uttarakhand,Pauri Garhwal,20 to 40,20 to 40
2022-23,Uttarakhand,Pithoragarh,N.A.,N.A.
2022-23,Uttarakhand,Rudraprayag,N.A.,N.A.
2022-23,Uttarakhand,Tehri Garhwal,N.A.,N.A.
2022-23,Uttarakhand,Udham Singh Nagar,2 to 5,2 to 5
2022-23,Uttarakhand,Uttarkashi,20 to 40,20 to 40
2022-23,West Bengal,Alipurduar,2 to 5,2 to 5
2022-23,West Bengal,Bankura,2 to 5,2 to 5
2022-23,West Bengal,Bardhaman,N.A.,20 to 40
2022-23,West Bengal,Birbhum,2 to 5,5 to 10
2022-23,West Bengal,Cooch Behar,2 to 5,2 to 5
2022-23,West Bengal,Dakshin Dinajpur,2 to 5,5 to 10
2022-23,West Bengal,Darjeeling,2 to 5,2 to 5
2022-23,West Bengal,Hooghly,10 to 20,10 to 20
2022-23,West Bengal,Howrah,0 to 2,0 to 2
2022-23,West Bengal,Jalpaiguri,2 to 5,2 to 5
2022-23,West Bengal,Jhargram,2 to 5,5 to 10
2022-23,West Bengal,Malda,2 to 5,2 to 5
2022-23,West Bengal,Murshidabad,20 to 40,2 to 5
2022-23,West Bengal,Nadia,5 to 10,2 to 5
2022-23,West Bengal,North 24 Parganas,5 to 10,5 to 10
2022-23,West Bengal,Paschim Bardhaman,0 to 2,2 to 5
2022-23,West Bengal,Paschim Medinipur,5 to 10,10 to 20
2022-23,West Bengal,Purba Bardhaman,5 to 10,5 to 10
2022-23,West Bengal,Purba Medinipur,10 to 20,10 to 20
2022-23,West Bengal,Purulia,2 to 5,5 to 10
2022-23,West Bengal,South 24 Parganas,10 to 20,10 to 20
2022-23,West Bengal,Uttar Dinajpur,2 to 5,5 to 10
